NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Completion Date,Locations
NCT06530277,REMINDer - a Digital Environmental Enrichment Intervention,https://clinicaltrials.gov/study/NCT06530277,COMPLETED,NO,Healthy,BEHAVIORAL: REMINDer (A digital environmental enrichment intervention),German Center for Neurodegenerative Diseases (DZNE),,ALL,"ADULT, OLDER_ADULT",58,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2024-12-13,"German Center for Neurodegenerative Diseases (DZNE), Dresden, Dresden, Saxony, 01307, Germany"
NCT03199092,Rhythmic Reading Training Compared to 'Abilmente' Method,https://clinicaltrials.gov/study/NCT03199092,UNKNOWN,NO,Developmental Dyslexia,BEHAVIORAL: RRT+sat|BEHAVIORAL: Abilmente,Catholic University of the Sacred Heart,,ALL,CHILD,32,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-04,"Catholic University of the Sacred Heart, Milan, 20123, Italy|Studio Abilmente, Milan, Italy"
NCT05227352,Bio-Experiential Spaces for Mental Health in Healthworkers,https://clinicaltrials.gov/study/NCT05227352,RECRUITING,NO,Mental Health|Cognition|Anxiety,BEHAVIORAL: Biophilic design experience,Icahn School of Medicine at Mount Sinai,,ALL,"ADULT, OLDER_ADULT",83,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2025-02,"Recharge Room at Mount Sinai Hospital, New York, New York, 10029, United States"
NCT05956743,Progressive Relaxation Exercise on Sleep Quality in Patients With Type 2 Diabetes,https://clinicaltrials.gov/study/NCT05956743,COMPLETED,NO,"Diabetes Mellitus, Type 2",OTHER: progressive relaxation exercise sessions|OTHER: Sham,Mersin University,,ALL,"ADULT, OLDER_ADULT",70,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-09-01,"Nigde Training and Research Hospital, Niğde, Merkez/ Ni̇ğde, 51100, Turkey"
NCT06346171,VR Augmented Human Delivered Integrative Psychotherapy for Colonoscopy Procedural Anxiety and Pain,https://clinicaltrials.gov/study/NCT06346171,ENROLLING_BY_INVITATION,NO,Procedural Anxiety|Procedural Pain,BEHAVIORAL: Virtual Reality Integrative Psychotherapy|DEVICE: Virtual Reality Distraction,Grigore T. Popa University of Medicine and Pharmacy,,ALL,"ADULT, OLDER_ADULT",36,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-11-30,"University of Medicine and Pharmacy Grigore T Popa, Iaşi, Iasi, 700115, Romania"
NCT05488717,The Effect of Art-Based Mandala on Mental Health in Bone Marrow Transplant Patients,https://clinicaltrials.gov/study/NCT05488717,COMPLETED,NO,Mental Health|Bone Marrow Cancer|ART,OTHER: art-based mandala application,Aysenur Uceriz,Istanbul Sabahattin Zaim University,ALL,"ADULT, OLDER_ADULT",46,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-05-15,"Istanbul University, İstanbul, Turkey"
NCT05331261,The Effect of Post-Surgery Exercise in Patients With Total Knee Replacement Surgery,https://clinicaltrials.gov/study/NCT05331261,RECRUITING,NO,"Total Knee Replacement, Breathing Tecniques",PROCEDURE: Total knee replacanent surgery,Cukurova University,,ALL,"ADULT, OLDER_ADULT",2,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-09-30,"Çukurova Üniversitesi, Adana, Sarıçam, Turkey|Çukurova Üniversitesi, Adana, University, Turkey"
NCT03695068,Efficacy of a Two-Year Intensive Reading Intervention for Middle School English Learners With Reading Difficulties,https://clinicaltrials.gov/study/NCT03695068,UNKNOWN,NO,Learning Disorders|Dyslexia,BEHAVIORAL: RISE Intervention,University of Houston,"University of Texas at Austin|The University of Texas Health Science Center, Houston|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)",ALL,"CHILD, ADULT, OLDER_ADULT",840,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-06-15,"University of Texas at Austin, Austin, Texas, 78712, United States|University of Houston, Houston, Texas, 77024, United States"
NCT05270915,End of Life Care in Neonatal Intensive Unite,https://clinicaltrials.gov/study/NCT05270915,COMPLETED,NO,Palliative Care,BEHAVIORAL: Family supportive care in EOLC,Hunan Children's Hospital,,ALL,CHILD,45,OTHER_GOV,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-09-30,"Hunan Children's Hospital, Changsha, Hunan, 410007, China"
NCT05051774,"Effectiveness of a Motivated, Action-based Intervention on Health Outcomes of Coronary Heart Disease Patients",https://clinicaltrials.gov/study/NCT05051774,SUSPENDED,NO,Coronary Heart Disease,BEHAVIORAL: 1. Education|BEHAVIORAL: 2. Exercise|BEHAVIORAL: 3. Telephone follow-up,Karthikesu Karthijekan,Chinese University of Hong Kong,ALL,"ADULT, OLDER_ADULT",150,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2024-11-15,"Teaching Hospital Batticaloa, Sri Lanka, Batticaloa, Eastern Province, 30000, Sri Lanka"
NCT06749626,"Progressive Relaxation Exercises Applied After Laparoscopic Cholecystectomy Surgery; Pain Intensity, Physiological Parameters, Anxiety and Its Effect on Discharge",https://clinicaltrials.gov/study/NCT06749626,COMPLETED,NO,Laparoscopic Cholecystectomy Surgery,OTHER: progressive relaxation exercise,Bartın Unıversity,,ALL,"ADULT, OLDER_ADULT",104,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-09-18,"Bartin State Hospital, Bartın, Merkez, 74100, Turkey"
NCT03024320,Scale Up Evaluation of a Physical Activity Program for Adults With Physical Disability,https://clinicaltrials.gov/study/NCT03024320,COMPLETED,NO,Physical Disability,BEHAVIORAL: M2M|BEHAVIORAL: Attention Control,University of Alabama at Birmingham,Lakeshore Foundation|Tanner Foundation for Multiple Sclerosis,ALL,"ADULT, OLDER_ADULT",544,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-10-31,"University of Alabama at Birmingham, Birmingham, Alabama, 35249, United States"
NCT05824208,PRENAYOGA: Exploratory Feasibility Study of Bi-weekly Pregnancy Yoga-based Sessions for Ethnic Minority Women,https://clinicaltrials.gov/study/NCT05824208,COMPLETED,NO,Prenatal Stress|Pregnancy Related|Complementary,BEHAVIORAL: PRENAYOGA - prenatal yoga,King's College London,,FEMALE,"ADULT, OLDER_ADULT",15,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-06-17,"Maurice Wohl Clinical Neuroscience Institute, 5 Cutcombe Rd, Brixton, London SE5 9RT, London, SE5 9RT, United Kingdom"
NCT06145555,Acute Psychological Sleep Stabilisation for Patients Hospitalised With Depression,https://clinicaltrials.gov/study/NCT06145555,ENROLLING_BY_INVITATION,NO,Insomnia|Depression,BEHAVIORAL: Acute psychological sleep stabilization|BEHAVIORAL: Sleep hygiene education,Karolinska Institutet,Stockholm Region,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2026-03,"Psykiatri Sydväst, Karolinska Hospital Huddinge, Stockholm, Sweden"
NCT02607020,Self-Management Program Based on Physical Exercises in People With Multiple Sclerosis,https://clinicaltrials.gov/study/NCT02607020,UNKNOWN,NO,Multiple Sclerosis,OTHER: Physical exercises in an self-management setting|OTHER: Relaxation,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Hôpital Raymond Poincaré|CHU de Reims,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-01,"Cliniques universitaires Saint-Luc, Bruxelles, 1200, Belgium"
NCT00961805,Effectiveness of Dance on Patients With Fibromyalgia,https://clinicaltrials.gov/study/NCT00961805,COMPLETED,YES,Fibromyalgia,BEHAVIORAL: Dance|OTHER: Control Group,Federal University of São Paulo,,FEMALE,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2008-11,"Federal University of Sao Paulo, Sao Paulo, SP, 04023-090, Brazil"
NCT06006871,Effectiveness of the Serious Video Game MOON in Emotional Regulation in ADHD,https://clinicaltrials.gov/study/NCT06006871,COMPLETED,NO,Attention Deficit Hyperactivity Disorder,BEHAVIORAL: The Secret Trail of Moon (MOON): Cognitive training with Serious Video Game|DRUG: Usual treatment for ADHD,Puerta de Hierro University Hospital,,ALL,"CHILD, ADULT",76,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-12-15,"Puerta de Hierro University Hospital, Majadahonda, Madrid, 28222, Spain"
NCT00348959,An Evaluation of the Effect of 'Open Window' on Psychological Well-being and Experience of Stem Cell Transplantation,https://clinicaltrials.gov/study/NCT00348959,COMPLETED,NO,Hematological Malignancies,BEHAVIORAL: 'Open Window' Project,"St. James's Hospital, Ireland",Irish Cancer Society,ALL,"CHILD, ADULT, OLDER_ADULT",198,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2010-01,"St. James's Hospital, Dublin, 8, Ireland"
NCT05051267,Evaluation of the Effectiveness of Non-pharmacological Methods During Heel Blood Collection,https://clinicaltrials.gov/study/NCT05051267,COMPLETED,NO,"Infant, Newborn",OTHER: Non-Pharmacological Methods,Akdeniz University,,ALL,CHILD,178,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2022-01-15,"Akdeniz University, Kepez, Antalya, Turkey"
NCT04576169,Trial Comparing Treatment Strategies in Triangular Fibrocartilage Complex Ruptures,https://clinicaltrials.gov/study/NCT04576169,RECRUITING,NO,Triangular Fibrocartilage Complex Injury,PROCEDURE: Arthroscopic Debridement|PROCEDURE: Placebo surgery|PROCEDURE: Arthroscopic or Open Repair|PROCEDURE: Physiotherapy,Tampere University Hospital,Helsinki University Central Hospital|Turku University Hospital|Kuopio University Hospital|Oulu University Hospital|Karolinska Institutet|Hospital Sønderjylland|Herlev/Gentofte University Hospital of Copenhagen|Hospital Nova of Central Finland,ALL,"ADULT, OLDER_ADULT",204,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2035-03-31,"Herlev/Gentofte University Hospital of Copenhagen, Copenhagen, 2900, Denmark|Hospital Sønderjylland, Sønderborg, Denmark|Hospital Nova of Central Finland, Jyväskylä, Keski-Suomi, 40620, Finland|Tampere University Hospital, Tampere, Pirkanmaa, 33521, Finland|Oulu University Hospital, Oulu, Pohjois-Pohjanmaa, 90220, Finland|Kuopio University Hospital, Kuopio, Pohjois-Savo, 70029, Finland|Helsinki University Hospital, Helsinki, Uusimaa, 00029, Finland|Turku University Hospital, Turku, Varsinais-Suomi, 20521, Finland|Karolinska University Hospital, Stockholm, 171 76, Sweden"
NCT06796621,Building Respectful Online Space (BROS): Evaluating a Co-designed Anti-cyberbullying Intervention Among Adolescents,https://clinicaltrials.gov/study/NCT06796621,NOT_YET_RECRUITING,NO,Cyberbullying,BEHAVIORAL: Building Respectful Online Space (BROS)|BEHAVIORAL: Healthy diet education program,Chinese University of Hong Kong,Concordia Lutheran School,ALL,CHILD,120,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2027-12-31,
NCT05053230,A Study Evaluating the Integrative Medicine at Home (IM@HOME) Program in People With Cancer,https://clinicaltrials.gov/study/NCT05053230,RECRUITING,NO,Head and Neck Cancer|Head and Neck Tumor|Thoracic Tumor|Thoracic Cancer|Gynecologic Cancer|Gynecologic Tumor|Melanoma|Ovarian Cancer,BEHAVIORAL: IM@Home|BEHAVIORAL: Enhanced usual care,Memorial Sloan Kettering Cancer Center,,ALL,"ADULT, OLDER_ADULT",480,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2025-09-20,"Memorial Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, 07920, United States|Memorial Sloan Kettering Monmouth (Limited Protocol Activities), Middletown, New Jersey, 07748, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, 07645, United States|Memorial Sloan Kettering Cancer Center @ Suffolk - Commack (Limited Protocol Activities), Commack, New York, 11725, United States|Memorial Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, 10604, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, 11553, United States"
NCT05302154,Effect of Virtual Reality on Dental Anxiety in Children,https://clinicaltrials.gov/study/NCT05302154,COMPLETED,NO,"Behavior, Child",BEHAVIORAL: Distraction by dentist|BEHAVIORAL: Distraction by cartoon movie|BEHAVIORAL: Distraction by virtual reality glasses,Istanbul University,Istanbul Technical University,ALL,CHILD,90,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-03-01,"Istanbul University, Faculty of Dentistry, Istanbul, Turkey"
NCT04218396,Virtual Reality Use for Peri-Procedural Analgesia and Anxiolysis,https://clinicaltrials.gov/study/NCT04218396,UNKNOWN,NO,Acute Pain,DEVICE: Virtual Reality use during painful bedside procedure|DRUG: Standard Treatment during painful bedside procedure,University of Calgary,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-01-20,
NCT05408078,Become Your Own SLEEPexpert: a Behavioral Treatment Program for Insomnia in Patients With Psychiatric Disorders,https://clinicaltrials.gov/study/NCT05408078,RECRUITING,NO,Insomnia Disorder,DEVICE: SLEEPexpert|OTHER: TAU plus sleep monitoring,University of Bern,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2024-12-31,"University Hospital of Psychiatry and Psychotherapy, Bern, 3000, Switzerland"
NCT05675150,Expressive Arts-based Intervention for Adults With Age-related Visual Impairment,https://clinicaltrials.gov/study/NCT05675150,RECRUITING,NO,Age-Related Macular Degeneration,BEHAVIORAL: Expressive Arts-Based Intervention,The University of Hong Kong,The Hong Kong Polytechnic University|The Hong Kong Society for the Blind,ALL,"ADULT, OLDER_ADULT",154,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2025-12-31,"Centre on Behavioral Health, The University of Hong Kong, Hong Kong, Hong Kong"
NCT06084273,Investigation Of Two Different İnterventions İn Hemiplegic Patients,https://clinicaltrials.gov/study/NCT06084273,COMPLETED,NO,Stroke|Physiotherapy and Rehabilitation,"OTHER: Bobath Exercises|OTHER: Breathing Exercises,Breathing Exercises, Bobath Exercises",Derya Azim,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-12-30,"Istanbul Aydın University, Istanbul, 34900, Turkey"
NCT06529939,The Effects of Psilocybin on Shared Experience in Film Processing,https://clinicaltrials.gov/study/NCT06529939,NOT_YET_RECRUITING,NO,Disorders of Consciousness|Psychedelic Experiences,DRUG: Psilocybin|OTHER: Placebo,"Western University, Canada",,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2025-09,
NCT04874870,Effectiveness of Splinting After Collagenase Injection,https://clinicaltrials.gov/study/NCT04874870,COMPLETED,NO,Dupuytren Contracture|Dupuytren's Disease,DRUG: Collagenase Clostridium Histolyticum 0.9 MG [Xiaflex]|COMBINATION_PRODUCT: Xiaflex + Hand-Based Custom Orthosis,Foundation for Orthopaedic Research and Education,EndoPharmceuticals,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-12-01,"Florida Orthopaedic Institute, Tampa, Florida, 33637, United States"
NCT06127121,A Digital Art Activity to Enhance Self-Disclosure and the Detection of Psycho-social Distress in Adult Cancer Patients,https://clinicaltrials.gov/study/NCT06127121,RECRUITING,NO,Cancer,BEHAVIORAL: Digital Art Activity,M.D. Anderson Cancer Center,,ALL,"ADULT, OLDER_ADULT",60,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2025-08-31,"MD Anderson Cancer Center, Houston, Texas, 77030, United States"
NCT06704230,Stress Reduction Using Video Googles on Patients Undergoing Vascular Surgery,https://clinicaltrials.gov/study/NCT06704230,RECRUITING,NO,"Carotid Artery Diseases|Regional Anesthesia|Distress, Procedural",DEVICE: video googles,University Hospital Augsburg,"HappyMed GmbH (Wien, Austria)",ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2025-04,"Universitätsklinikum Augsburg, Augsburg, Bavaria, 86156, Germany"
NCT06511271,"Osmaniye State Hospital""",https://clinicaltrials.gov/study/NCT06511271,COMPLETED,NO,Laparoscopic Cholecystectomy,OTHER: relaxation exercises,Osmaniye Korkut Ata University,,ALL,"CHILD, ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2023-08-25,"Osmaniye State Hospital, Merkez, Osmani̇ye, 80010, Turkey"
NCT06654258,Supporting Spiritual Wellbeing in Young Adults With Cancer Using a Digital Health Approach: A Feasibility Study,https://clinicaltrials.gov/study/NCT06654258,WITHDRAWN,NO,Cancer|Young Adult Cancer,BEHAVIORAL: Spiritual Self-Care Smartphone App,Wake Forest University Health Sciences,,ALL,ADULT,0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-11-21,
NCT06622408,Contribution of Virtual Reality in the Management of Patients Undergoing Scheduled Cesarean Section - VR-SCS,https://clinicaltrials.gov/study/NCT06622408,RECRUITING,NO,Women's Health|Perinatal Care|Cesarean|Analgesia,OTHER: HypnoVR© virtual reality headset,Centre Hospitalier Universitaire de Nice,,FEMALE,ADULT,20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2026-06,"CHU Nice - Hôpital de l'Archet 2, Nice, Alpes-Maritimes, 06200, France"
